Price,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ
Datetime,,,,,
2025-04-23 13:30:00+00:00,458.3900146484375,459.0199890136719,458.0199890136719,458.2300109863281,3726274
2025-04-23 13:31:00+00:00,458.9800109863281,459.010009765625,458.3999938964844,458.3999938964844,226468
2025-04-23 13:32:00+00:00,459.1000061035156,459.2200012207031,458.5799865722656,459.0299987792969,360926
2025-04-23 13:33:00+00:00,459.4949951171875,459.57000732421875,458.9599914550781,459.07000732421875,249499
2025-04-23 13:34:00+00:00,459.1091003417969,459.6332092285156,459.010009765625,459.4949951171875,214766
2025-04-23 13:35:00+00:00,458.30999755859375,459.19171142578125,458.30999755859375,459.1210021972656,315375
2025-04-23 13:36:00+00:00,457.6799011230469,458.3992919921875,457.5317077636719,458.30999755859375,331624
2025-04-23 13:37:00+00:00,461.3700866699219,461.44000244140625,457.43499755859375,457.69500732421875,959062
2025-04-23 13:38:00+00:00,460.3999938964844,462.0799865722656,459.1700134277344,461.3800048828125,803525
2025-04-23 13:39:00+00:00,459.29998779296875,460.44000244140625,458.54998779296875,460.3999938964844,448149
2025-04-23 13:40:00+00:00,459.56500244140625,460.32000732421875,458.8599853515625,459.2099914550781,341369
2025-04-23 13:41:00+00:00,460.375,460.8699951171875,459.0,459.6000061035156,266418
2025-04-23 13:42:00+00:00,459.56500244140625,460.57000732421875,459.5199890136719,460.3599853515625,345939
2025-04-23 13:43:00+00:00,460.5,460.5,459.3999938964844,459.5199890136719,237672
2025-04-23 13:44:00+00:00,460.2200012207031,461.1499938964844,460.1400146484375,460.489990234375,328357
2025-04-23 13:45:00+00:00,460.79998779296875,461.19000244140625,459.8800048828125,460.20001220703125,219182
2025-04-23 13:46:00+00:00,460.95001220703125,461.3699951171875,460.6099853515625,460.760009765625,341947
2025-04-23 13:47:00+00:00,461.010009765625,461.3399963378906,460.7900085449219,461.0299987792969,192650
2025-04-23 13:48:00+00:00,461.0899963378906,461.5198974609375,461.0299987792969,461.07000732421875,199950
2025-04-23 13:49:00+00:00,461.5799865722656,461.760009765625,461.1199951171875,461.1199951171875,371308
2025-04-23 13:50:00+00:00,461.239990234375,461.6199951171875,460.9200134277344,461.5299987792969,311309
2025-04-23 13:51:00+00:00,462.239990234375,462.25,461.260009765625,461.260009765625,247886
2025-04-23 13:52:00+00:00,460.72711181640625,462.3399963378906,460.04998779296875,462.20001220703125,647037
2025-04-23 13:53:00+00:00,460.70001220703125,460.95001220703125,460.2650146484375,460.6300048828125,250295
2025-04-23 13:54:00+00:00,460.2650146484375,461.2900085449219,460.1099853515625,460.7349853515625,307612
2025-04-23 13:55:00+00:00,459.4800109863281,460.3399963378906,459.2749938964844,460.3150939941406,276996
